time,joint1
0.000000,0.000000000
0.010000,0.000012556
0.020000,0.000100214
0.030000,0.000336889
0.040000,0.000794148
0.050000,0.001540080
0.060000,0.002638219
0.070000,0.004146545
0.080000,0.006116572
0.090000,0.008592529
0.100000,0.011610668
0.110000,0.015198691
0.120000,0.019375311
0.130000,0.024149959
0.140000,0.029522636
0.150000,0.035483910
0.160000,0.042015067
0.170000,0.049088407
0.180000,0.056667677
0.190000,0.064708646
0.200000,0.073159804
0.210000,0.081963169
0.220000,0.091055207
0.230000,0.100367828
0.240000,0.109829467
0.250000,0.119366207
0.260000,0.128902947
0.270000,0.138364587
0.280000,0.147677208
0.290000,0.156769245
0.300000,0.165572610
0.310000,0.174023768
0.320000,0.182064738
0.330000,0.189644008
0.340000,0.196717347
0.350000,0.203248505
0.360000,0.209209779
0.370000,0.214582455
0.380000,0.219357104
0.390000,0.223533724
0.400000,0.227121746
0.410000,0.230139885
0.420000,0.232615843
0.430000,0.234585869
0.440000,0.236094196
0.450000,0.237192335
0.460000,0.237938266
0.470000,0.238395526
0.480000,0.238632201
0.490000,0.238719858
0.500000,0.238732415
0.510000,0.238744971
0.520000,0.238832629
0.530000,0.239069304
0.540000,0.239526563
0.550000,0.240272495
0.560000,0.241370633
0.570000,0.242878960
0.580000,0.244848987
0.590000,0.247324944
0.600000,0.250343083
0.610000,0.253931106
0.620000,0.258107726
0.630000,0.262882374
0.640000,0.268255051
0.650000,0.274216325
0.660000,0.280747482
0.670000,0.287820821
0.680000,0.295400091
0.690000,0.303441061
0.700000,0.311892219
0.710000,0.320695584
0.720000,0.329787621
0.730000,0.339100243
0.740000,0.348561882
0.750000,0.358098622
0.760000,0.367635362
0.770000,0.377097001
0.780000,0.386409623
0.790000,0.395501660
0.800000,0.404305025
0.810000,0.412756183
0.820000,0.420797153
0.830000,0.428376423
0.840000,0.435449762
0.850000,0.441980919
0.860000,0.447942193
0.870000,0.453314870
0.880000,0.458089518
0.890000,0.462266138
0.900000,0.465854161
0.910000,0.468872300
0.920000,0.471348257
0.930000,0.473318284
0.940000,0.474826611
0.950000,0.475924749
0.960000,0.476670681
0.970000,0.477127940
0.980000,0.477364615
0.990000,0.477452273
1.000000,0.477464829
